ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
LH,Labcorp Holdings Inc. Common Stock,N,LH,N,100,N,LH
LHX,"L3Harris Technologies, Inc. Common Stock",N,LHX,N,100,N,LHX
LICY,Li-Cycle Holdings Corp. Common Shares,N,LICY,N,100,N,LICY
LII,"Lennox International, Inc. Common Stock",N,LII,N,100,N,LII
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,LITB,N,100,N,LITB
LLAP,Terran Orbital Corporation Common Stock,N,LLAP,N,100,N,LLAP
LLY,Eli Lilly and Company Common Stock,N,LLY,N,100,N,LLY
LMND,"Lemonade, Inc. Common Stock",N,LMND,N,100,N,LMND
LMT,Lockheed Martin Corporation Common Stock,N,LMT,N,100,N,LMT
LNC,Lincoln National Corporation Common Stock,N,LNC,N,100,N,LNC
LNC$D,"Lincoln National Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock, Series D",N,LNCpD,N,100,N,LNC-D
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N,LND,N,100,N,LND
LNG,"Cheniere Energy, Inc. Common Stock",N,LNG,N,100,N,LNG
LNN,Lindsay Corporation Common Stock,N,LNN,N,100,N,LNN
LOAR,Loar Holdings Inc. Common Stock,N,LOAR,N,100,N,LOAR
LOB,"Live Oak Bancshares, Inc. Common Stock",N,LOB,N,100,N,LOB
LOCL,Local Bounti Corporation Common Stock,N,LOCL,N,100,N,LOCL
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N,LOMA,N,100,N,LOMA
LOW,"Lowe's Companies, Inc. Common Stock",N,LOW,N,100,N,LOW
LPG,Dorian LPG Ltd. Common Stock,N,LPG,N,100,N,LPG
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,LPL,N,100,N,LPL
LPX,Louisiana-Pacific Corporation Common Stock,N,LPX,N,100,N,LPX
LRN,"Stride, Inc. Common Stock",N,LRN,N,100,N,LRN
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,N,LSPD,N,100,N,LSPD
LTC,"LTC Properties, Inc. Common Stock",N,LTC,N,100,N,LTC
LTH,"Life Time Group Holdings, Inc. Common Stock",N,LTH,N,100,N,LTH
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",N,LTM,N,100,N,LTM
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",N,LU,N,100,N,LU
LUMN,"Lumen Technologies, Inc. Common Stock",N,LUMN,N,100,N,LUMN
LUV,Southwest Airlines Company Common Stock,N,LUV,N,100,N,LUV
LVS,Las Vegas Sands Corp. Common Stock,N,LVS,N,100,N,LVS
LVWR,"LiveWire Group, Inc. Common Stock",N,LVWR,N,100,N,LVWR
LVWR.W,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,LVWR.WS,N,100,N,LVWR+
LW,"Lamb Weston Holdings, Inc. Common Stock ",N,LW,N,100,N,LW
LXFR,Luxfer Holdings PLC Ordinary Shares,N,LXFR,N,100,N,LXFR
LXP,LXP Industrial Trust Common Stock (Maryland REIT),N,LXP,N,100,N,LXP
LXP$C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,N,LXPpC,N,100,N,LXP-C
LXU,"LSB Industries, Inc. Common Stock",N,LXU,N,100,N,LXU
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N,LYB,N,100,N,LYB
LYG,Lloyds Banking Group Plc American Depositary Shares,N,LYG,N,100,N,LYG
LYV,"Live Nation Entertainment, Inc. Common Stock",N,LYV,N,100,N,LYV
LZB,La-Z-Boy Incorporated Common Stock,N,LZB,N,100,N,LZB
LZM,Lifezone Metals Limited Ordinary Shares,N,LZM,N,100,N,LZM
LZM.W,Lifezone Metals Limited Warrants,N,LZM.WS,N,100,N,LZM+
M,Macy's Inc Common Stock,N,M,N,100,N,M
MA,Mastercard Incorporated Common Stock,N,MA,N,100,N,MA
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N,MAA,N,100,N,MAA
MAA$I,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",N,MAApI,N,100,N,MAA-I
MAC,Macerich Company (The) Common Stock,N,MAC,N,100,N,MAC
MAIN,Main Street Capital Corporation Common Stock,N,MAIN,N,100,N,MAIN
MAN,ManpowerGroup Common Stock,N,MAN,N,100,N,MAN
MANU,Manchester United Ltd. Class A Ordinary Shares,N,MANU,N,100,N,MANU
MAS,Masco Corporation Common Stock,N,MAS,N,100,N,MAS
MATV,"Mativ Holdings, Inc. Common Stock",N,MATV,N,100,N,MATV
MATX,"Matson, Inc. Common Stock",N,MATX,N,100,N,MATX
MAV,"Pioneer Municipal High Income Advantage Fund, Inc.",N,MAV,N,100,N,MAV
MAX,"MediaAlpha, Inc. Class A Common Stock",N,MAX,N,100,N,MAX
MBC,"MasterBrand, Inc. Common Stock",N,MBC,N,100,N,MBC
MBI,MBIA Inc. Common Stock,N,MBI,N,100,N,MBI
MC,Moelis & Company Class A Common Stock,N,MC,N,100,N,MC
MCB,Metropolitan Bank Holding Corp. Common Stock,N,MCB,N,100,N,MCB
MCD,McDonald's Corporation Common Stock,N,MCD,N,100,N,MCD
MCI,Barings Corporate Investors Common Stock,N,MCI,N,100,N,MCI
MCK,McKesson Corporation Common Stock,N,MCK,N,100,N,MCK
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,N,MCN,N,100,N,MCN
MCO,Moody's Corporation Common Stock,N,MCO,N,100,N,MCO
MCR,MFS Charter Income Trust Common Stock,N,MCR,N,100,N,MCR
MCS,Marcus Corporation (The) Common Stock,N,MCS,N,100,N,MCS
MCW,"Mister Car Wash, Inc. Common Stock",N,MCW,N,100,N,MCW
MCY,Mercury General Corporation Common Stock,N,MCY,N,100,N,MCY
MD,"Pediatrix Medical Group, Inc. Common Stock",N,MD,N,100,N,MD
MDST,Ultimus Managers Trust Westwood Salient Enhanced Midstream Income ETF,N,MDST,Y,100,N,MDST
MDT,Medtronic plc. Ordinary Shares,N,MDT,N,100,N,MDT
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",N,MDU,N,100,N,MDU
MDV,"Modiv Industrial, Inc. Class C Common Stock",N,MDV,N,100,N,MDV
MDV$A,"Modiv Industrial, Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",N,MDVpA,N,100,N,MDV-A
MEC,"Mayville Engineering Company, Inc. Common Stock",N,MEC,N,100,N,MEC
MED,MEDIFAST INC Common Stock,N,MED,N,100,N,MED
MEG,"Montrose Environmental Group, Inc. Common Stock",N,MEG,N,100,N,MEG
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,N,MEGI,N,100,N,MEGI
MEI,"Methode Electronics, Inc. Common Stock",N,MEI,N,100,N,MEI
MER$K,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",N,MERpK,N,100,N,MER-K
MET,"MetLife, Inc. Common Stock",N,MET,N,100,N,MET
MET$A,"MetLife, Inc. Preferred Series A Floating Rate",N,METpA,N,100,N,MET-A
MET$E,"MetLife, Inc. Depositary shares, each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock, Series E.",N,METpE,N,100,N,MET-E
MET$F,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",N,METpF,N,100,N,MET-F
MFA,"MFA Financial, Inc.",N,MFA,N,100,N,MFA
MFA$B,"MFA Financial, Inc. Preferred Series B",N,MFApB,N,100,N,MFA-B
MFA$C,"MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",N,MFApC,N,100,N,MFA-C
MFAN,"MFA Financial, Inc. 8.875% Senior Notes due 2029",N,MFAN,N,100,N,MFAN
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",N,MFAO,N,100,N,MFAO
MFC,Manulife Financial Corporation Common Stock,N,MFC,N,100,N,MFC
MFD,Macquarie First Trust Global Common Stock,N,MFD,N,100,N,MFD
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,MFG,N,100,N,MFG
MFM,MFS Municipal Income Trust Common Stock,N,MFM,N,100,N,MFM
MG,Mistras Group Inc Common Stock,N,MG,N,100,N,MG
MGA,"Magna International, Inc. Common Stock",N,MGA,N,100,N,MGA
MGF,MFS Government Markets Income Trust Common Stock,N,MGF,N,100,N,MGF
MGM,MGM Resorts International Common Stock,N,MGM,N,100,N,MGM
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",N,MGR,N,100,N,MGR
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",N,MGRB,N,100,N,MGRB
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",N,MGRD,N,100,N,MGRD
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",N,MGRE,N,100,N,MGRE
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,N,MGY,N,100,N,MGY
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N,MHD,N,100,N,MHD
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",N,MHF,N,100,N,MHF
MHI,"Pioneer Municipal High Income Fund, Inc.",N,MHI,N,100,N,MHI
MHK,"Mohawk Industries, Inc. Common Stock",N,MHK,N,100,N,MHK
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",N,MHLA,N,100,N,MHLA
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N,MHN,N,100,N,MHN
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N,MHNC,N,100,N,MHNC
MHO,"M/I Homes, Inc. Common Stock",N,MHO,N,100,N,MHO
MIN,MFS Intermediate Income Trust Common Stock,N,MIN,N,100,N,MIN
MIO,"Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock",N,MIO,N,100,N,MIO
MIR,"Mirion Technologies, Inc. Class A Common Stock",N,MIR,N,100,N,MIR
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITN,N,100,N,MITN
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITP,N,100,N,MITP
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",N,MITT,N,100,N,MITT
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",N,MITTpA,N,100,N,MITT-A
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B",N,MITTpB,N,100,N,MITT-B
MITT$C,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",N,MITTpC,N,100,N,MITT-C
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N,MIY,N,100,N,MIY
MKC,"McCormick & Company, Incorporated Common Stock",N,MKC,N,100,N,MKC
MKC.V,"McCormick & Company, Incorporated Common Stock",N,MKC.V,N,100,N,MKC.V
MKFG,Markforged Holding Corporation Common Stock,N,MKFG,N,100,N,MKFG
MKFG.W,Markforged Holding Corporation Warrants,N,MKFG.WS,N,100,N,MKFG+
MKL,Markel Group Inc. Common Stock,N,MKL,N,10,N,MKL
ML,MoneyLion Inc. Class A Common Stock,N,ML,N,100,N,ML
ML.W,"MoneyLion Inc. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",N,ML.WS,N,100,N,ML+
MLI,"Mueller Industries, Inc. Common Stock",N,MLI,N,100,N,MLI
MLM,"Martin Marietta Materials, Inc. Common Stock",N,MLM,N,100,N,MLM
MLNK,"MeridianLink, Inc. Common Stock",N,MLNK,N,100,N,MLNK
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N,MLP,N,100,N,MLP
MLR,"Miller Industries, Inc. Common Stock",N,MLR,N,100,N,MLR
MMC,"Marsh & McLennan Companies, Inc. Common Stock",N,MMC,N,100,N,MMC
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,N,MMD,N,100,N,MMD
MMI,"Marcus & Millichap, Inc. Common Stock",N,MMI,N,100,N,MMI
MMM,3M Company Common Stock,N,MMM,N,100,N,MMM
MMS,"Maximus, Inc. Common Stock",N,MMS,N,100,N,MMS
MMT,MFS Multimarket Income Trust Common Stock,N,MMT,N,100,N,MMT
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N,MMU,N,100,N,MMU
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,N,MNR,N,100,N,MNR
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",N,MNSO,N,100,N,MNSO
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,N,MNTN,N,100,N,MNTN
MNTN.U,"Everest Consolidator Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant",N,MNTN.U,N,100,N,MNTN=
MNTN.W,"Everest Consolidator Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock, at an exercise price of $11.50",N,MNTN.WS,N,100,N,MNTN+
MO,"Altria Group, Inc.",N,MO,N,100,N,MO
MOD,Modine Manufacturing Company Common Stock,N,MOD,N,100,N,MOD
MODG,Topgolf Callaway Brands Corp. Common Stock,N,MODG,N,100,N,MODG
MOG.A,Moog Inc. Class A Common Stock,N,MOG.A,N,100,N,MOG.A
MOG.B,Moog Inc. Class B Common Stock,N,MOG.B,N,100,N,MOG.B
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),N,MOGU,N,100,N,MOGU
MOH,Molina Healthcare Inc Common Stock,N,MOH,N,100,N,MOH
MOS,Mosaic Company (The) Common Stock,N,MOS,N,100,N,MOS
MOV,Movado Group Inc. Common Stock,N,MOV,N,100,N,MOV
MP,MP Materials Corp. Common Stock,N,MP,N,100,N,MP
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N,MPA,N,100,N,MPA
MPC,Marathon Petroleum Corporation Common Stock,N,MPC,N,100,N,MPC
MPLN,MultiPlan Corporation Class A Common Stock,N,MPLN,N,100,N,MPLN
MPLX,MPLX LP Common Units Representing Limited Partner Interests,N,MPLX,N,100,N,MPLX
MPV,Barings Participation Investors Common Stock,N,MPV,N,100,N,MPV
MPW,"Medical Properties Trust, Inc. common stock",N,MPW,N,100,N,MPW
MPX,Marine Products Corporation Common Stock,N,MPX,N,100,N,MPX
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",N,MQT,N,100,N,MQT
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N,MQY,N,100,N,MQY
MRC,MRC Global Inc. Common Stock,N,MRC,N,100,N,MRC
MRK,"Merck & Company, Inc. Common Stock (new)",N,MRK,N,100,N,MRK
MRO,Marathon Oil Corporation Common Stock,N,MRO,N,100,N,MRO
MS,Morgan Stanley Common Stock,N,MS,N,100,N,MS
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,N,MSpA,N,100,N,MS-A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,N,MSpE,N,100,N,MS-E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,N,MSpF,N,100,N,MS-F
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),N,MSpI,N,100,N,MS-I
MS$K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K",N,MSpK,N,100,N,MS-K
MS$L,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.875% Non-Cumulative Preferred Stock, Series L",N,MSpL,N,100,N,MS-L
MS$O,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.250% Non-Cumulative Preferred Stock, Series O",N,MSpO,N,100,N,MS-O
MS$P,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.500% Non-Cumulative Preferred Stock, Series P",N,MSpP,N,100,N,MS-P
MS$Q,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.625% Non-Cumulative Preferred Stock, Series Q",N,MSpQ,N,100,N,MS-Q
MSA,MSA Safety Incorporated Common Stock,N,MSA,N,100,N,MSA
MSB,Mesabi Trust Common Stock,N,MSB,N,100,N,MSB
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",N,MSC,N,100,N,MSC
MSCI,MSCI Inc. Common Stock,N,MSCI,N,100,N,MSCI
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",N,MSD,N,100,N,MSD
MSDL,Morgan Stanley Direct Lending Fund Common Stock,N,MSDL,N,100,N,MSDL
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,N,MSGE,N,100,N,MSGE
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),N,MSGS,N,100,N,MSGS
MSI,"Motorola Solutions, Inc. Common Stock",N,MSI,N,100,N,MSI
MSM,"MSC Industrial Direct Company, Inc. Common Stock",N,MSM,N,100,N,MSM
MT,Arcelor Mittal NY Registry Shares NEW,N,MT,N,100,N,MT
MTAL,Metals Acquisition Limited Ordinary Shares,N,MTAL,N,100,N,MTAL
MTB,M&T Bank Corporation Common Stock,N,MTB,N,100,N,MTB
MTB$H,"M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series H",N,MTBpH,N,100,N,MTB-H
MTB$J,"M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock, Series J",N,MTBpJ,N,100,N,MTB-J
MTD,"Mettler-Toledo International, Inc. Common Stock",N,MTD,N,100,N,MTD
MTDR,Matador Resources Company Common Stock,N,MTDR,N,100,N,MTDR
MTG,MGIC Investment Corporation Common Stock,N,MTG,N,100,N,MTG
MTH,Meritage Homes Corporation Common Stock,N,MTH,N,100,N,MTH
MTN,"Vail Resorts, Inc. Common Stock",N,MTN,N,100,N,MTN
MTR,Mesa Royalty Trust Common Stock,N,MTR,N,100,N,MTR
MTRN,Materion Corporation,N,MTRN,N,100,N,MTRN
MTUS,Metallus Inc. Common Shares,N,MTUS,N,100,N,MTUS
MTW,"Manitowoc Company, Inc. (The) Common Stock",N,MTW,N,100,N,MTW
MTX,Minerals Technologies Inc. Common Stock,N,MTX,N,100,N,MTX
MTZ,"MasTec, Inc. Common Stock",N,MTZ,N,100,N,MTZ
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",N,MUA,N,100,N,MUA
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",N,MUC,N,100,N,MUC
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",N,MUE,N,100,N,MUE
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",N,MUFG,N,100,N,MUFG
MUI,"BlackRock Municipal Income Fund, Inc. Common Stock",N,MUI,N,100,N,MUI
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",N,MUJ,N,100,N,MUJ
MUR,Murphy Oil Corporation Common Stock,N,MUR,N,100,N,MUR
MUSA,Murphy USA Inc. Common Stock,N,MUSA,N,100,N,MUSA
MUX,McEwen Mining Inc. Common Stock,N,MUX,N,100,N,MUX
MVF,"Blackrock MuniVest Fund, Inc. Common Stock",N,MVF,N,100,N,MVF
MVO,MV Oil Trust Units of Beneficial Interests,N,MVO,N,100,N,MVO
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock",N,MVT,N,100,N,MVT
MWA,MUELLER WATER PRODUCTS Common Stock,N,MWA,N,100,N,MWA
MX,Magnachip Semiconductor Corporation Common Stock,N,MX,N,100,N,MX
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",N,MXE,N,100,N,MXE
MXF,"Mexico Fund, Inc. (The) Common Stock",N,MXF,N,100,N,MXF
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock",N,MYD,N,100,N,MYD
MYE,"Myers Industries, Inc. Common Stock",N,MYE,N,100,N,MYE
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",N,MYI,N,100,N,MYI
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",N,MYN,N,100,N,MYN
MYTE,"MYT Netherlands Parent B.V. American Depositary Shares, each representing one Ordinary Share",N,MYTE,N,100,N,MYTE
NABL,"N-able, Inc. Common Stock",N,NABL,N,100,N,NABL
NAC,Nuveen California Quality Municipal Income Fund,N,NAC,N,100,N,NAC
NAD,Nuveen Quality Municipal Income Fund Common Stock,N,NAD,N,100,N,NAD
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,N,NAN,N,100,N,NAN
NAPA,"The Duckhorn Portfolio, Inc. Common Stock",N,NAPA,N,100,N,NAPA
NAT,Nordic American Tankers Limited Common Stock,N,NAT,N,100,N,NAT
NATL,NCR Atleos Corporation Common Stock,N,NATL,N,100,N,NATL
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,N,NAZ,N,100,N,NAZ
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,N,NBB,N,100,N,NBB
NBHC,National Bank Holdings Corporation Common Stock,N,NBHC,N,100,N,NBHC
NBR,Nabors Industries Ltd.,N,NBR,N,100,N,NBR
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,N,NBXG,N,100,N,NBXG
NC,"NACCO Industries, Inc. Common Stock",N,NC,N,100,N,NC
NCA,Nuveen California Municipal Value Fund,N,NCA,N,100,N,NCA
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,N,NCDL,N,100,N,NCDL
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,N,NCLH,N,100,N,NCLH
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,N,NCV,N,100,N,NCV
NCV$A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,N,NCVpA,N,100,N,NCV-A
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,N,NCZ,N,100,N,NCZ
NCZ$A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,N,NCZpA,N,100,N,NCZ-A
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,N,NDMO,N,100,N,NDMO
NDP,"Tortoise Energy Independence Fund, Inc. Common Stock",N,NDP,N,100,N,NDP
NE,Noble Corporation plc A Ordinary Shares,N,NE,N,100,N,NE
NE.A,Noble Corporation plc Tranche 2 Warrants,N,NE.WS.A,N,100,N,NE+A
NE.W,Noble Corporation plc Tranche 1 Warrants,N,NE.WS,N,100,N,NE+
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,N,NEA,N,100,N,NEA
NEE,"NextEra Energy, Inc. Common Stock",N,NEE,N,100,N,NEE
NEE$N,"NextEra Energy, Inc. Series N Junior Subordinated Debentures due March 1, 2079",N,NEEpN,N,100,N,NEE-N
NEE$R,"NextEra Energy, Inc. 6.926% Corporate Units",N,NEEpR,N,100,N,NEE-R
NEE$S,"NextEra Energy, Inc. 7.299% Corporate Units",N,NEEpS,N,100,N,NEE-S
NEM,Newmont Corporation,N,NEM,N,100,N,NEM
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests",N,NEP,N,100,N,NEP
NET,"Cloudflare, Inc. Class A Common Stock",N,NET,N,100,N,NET
NETZ,TCW Transform Systems ETF,N,NETZ,Y,100,N,NETZ
NEU,NewMarket Corp Common Stock,N,NEU,N,100,N,NEU
NEUE,"NeueHealth, Inc. Common Stock",N,NEUE,N,100,N,NEUE
NEXA,Nexa Resources S.A. Common Shares,N,NEXA,N,100,N,NEXA
NFG,National Fuel Gas Company Common Stock,N,NFG,N,100,N,NFG
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",N,NFJ,N,100,N,NFJ
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N,NGG,N,100,N,NGG
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,N,NGL,N,100,N,NGL
NGL$B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,N,NGLpB,N,100,N,NGL-B
NGL$C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,N,NGLpC,N,100,N,NGL-C
NGS,"Natural Gas Services Group, Inc. Common Stock",N,NGS,N,100,N,NGS
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",N,NGVC,N,100,N,NGVC
NGVT,Ingevity Corporation Common Stock ,N,NGVT,N,100,N,NGVT
NHI,"National Health Investors, Inc. Common Stock",N,NHI,N,100,N,NHI
NI,NiSource Inc Common Stock,N,NI,N,100,N,NI
NIC,Nicolet Bankshares Inc. Common Stock,N,NIC,N,100,N,NIC
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,N,NIE,N,100,N,NIE
NIM,Nuveen Select Maturities Municipal Fund Common Stock,N,NIM,N,100,N,NIM
NINE,"Nine Energy Service, Inc. Common Stock",N,NINE,N,100,N,NINE
NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",N,NIO,N,100,N,NIO
NJR,NewJersey Resources Corporation Common Stock,N,NJR,N,100,N,NJR
NKE,"Nike, Inc. Common Stock",N,NKE,N,100,N,NKE
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,N,NKX,N,100,N,NKX
NL,"NL Industries, Inc. Common Stock",N,NL,N,100,N,NL
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,N,NLOP,N,100,N,NLOP
NLY,Annaly Capital Management Inc. Common Stock,N,NLY,N,100,N,NLY
NLY$F,Annaly Capital Management Inc 6.95% Series F,N,NLYpF,N,100,N,NLY-F
NLY$G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,NLYpG,N,100,N,NLY-G
NLY$I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N,NLYpI,N,100,N,NLY-I
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,N,NMAI,N,100,N,NMAI
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,N,NMCO,N,100,N,NMCO
NMG,Nouveau Monde Graphite Inc. Common Shares,N,NMG,N,100,N,NMG
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",N,NMI,N,100,N,NMI
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,N,NMM,N,100,N,NMM
NMR,Nomura Holdings Inc ADR American Depositary Shares,N,NMR,N,100,N,NMR
NMS,Nuveen Minnesota Quality Municipal Income Fund ,N,NMS,N,100,N,NMS
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,N,NMT,N,100,N,NMT
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",N,NMZ,N,100,N,NMZ
NNI,"Nelnet, Inc. Common Stock",N,NNI,N,100,N,NNI
NNN,"NNN REIT, Inc. Common Stock",N,NNN,N,100,N,NNN
NNY,Nuveen New York Municipal Value Fund Common Stock,N,NNY,N,100,N,NNY
NOA,North American Construction Group Ltd. Common Shares (no par),N,NOA,N,100,N,NOA
NOAH,Noah Holdings Limited American Depositary Shares,N,NOAH,N,100,N,NOAH
